Date,TargetCountry,TargetCountryCode,ReceivingCountry,ReceivingCountryCode,Action,NumArticles,AvgTone,AvgGoldsteinScale,Action Name
20161216,1,1,9,2,71,2,0.878594249,7.4,Provide economic aid
20161217,1,1,27,2,37,6,0.763358779,5,Express intent to settle dispute
20161217,1,1,8,2,13,6,-0.668449198,0.4,Make optimistic comment
20161217,1,1,13,2,51,6,4,3.4,Praise or endorse
20161218,1,1,24,2,85,10,2.893890675,7,"Ease economic sanctions, boycott, embargo"
20161218,1,1,12,2,42,3,-1.298701299,1.9,Make a visit
20161218,1,1,24,2,90,10,3.125,-2,"Investigate, not specified below"
20161219,1,1,23,2,20,7,-1.100628931,3,"Make an appeal or request, not specified below"
20161219,1,1,27,2,51,6,4.237288136,3.4,Praise or endorse
20161220,1,1,25,2,180,10,-4.459308807,-9,"Use unconventional violence, not specified below"
20161220,1,1,14,2,20,6,-3.626943005,3,"Make an appeal or request, not specified below"
20161220,1,1,27,2,40,10,2.747252747,1,"Consult, not specified below"
20161220,1,1,8,2,80,10,3.345724907,5,"Yield, not specified below"
20161221,1,1,24,2,13,5,1.333333333,0.4,Make optimistic comment
20161221,1,1,31,2,20,10,-3.752759382,3,"Make an appeal or request, not specified below"
20161221,1,1,9,2,30,16,-1.718850456,4,"Express intent to cooperate, not specified below"
20161221,1,1,30,2,30,10,-3.522504892,4,"Express intent to cooperate, not specified below"
20161221,1,1,5,2,42,6,-1.020408163,1.9,Make a visit
20161221,1,1,24,2,51,1,1.333333333,3.4,Praise or endorse
20161221,1,1,27,2,51,10,-0.291120815,3.4,Praise or endorse
20161221,1,1,26,2,71,10,3.071672355,7.4,Provide economic aid
20161221,1,1,40,2,71,10,-1.10701107,7.4,Provide economic aid
20161221,1,1,26,2,111,10,-1.065449011,-2,Criticize or denounce
20161222,1,1,40,2,10,4,-1.726844584,0,"Make statement, not specified below"
20161222,1,1,5,2,30,10,-4.832713755,4,"Express intent to cooperate, not specified below"
20161222,1,1,8,2,36,6,0.94637224,4,Express intent to meet or negotiate
20161222,1,1,41,2,40,2,2.147239264,1,"Consult, not specified below"
20161222,1,1,12,2,50,5,-1.558073654,3.5,"Engage in diplomatic cooperation, not specified below"
20161222,1,1,12,2,60,12,-0.316957211,6,"Engage in material cooperation, not specified below"
20161222,1,1,8,2,71,10,-5.608028335,7.4,Provide economic aid
20161223,1,1,20,2,40,3,0.536480687,1,"Consult, not specified below"
20161223,1,1,9,2,50,10,-1.293103448,3.5,"Engage in diplomatic cooperation, not specified below"
20161223,1,1,13,2,71,20,-1.993969747,7.4,Provide economic aid
20161223,1,1,23,2,112,12,-1.561596298,-2,"Accuse, not specified below"
20161223,1,1,44,2,190,8,-4.412447747,-10,"Use conventional military force, not specified below"
20161224,1,1,40,2,10,4,-1.746031746,0,"Make statement, not specified below"
20161224,1,1,9,2,46,8,-2.059496568,7,Engage in negotiation
20161224,1,1,12,2,51,10,-1.421800948,3.4,Praise or endorse
20161224,1,1,41,2,57,10,0.411522634,8,Sign formal agreement
20161224,1,1,44,2,80,10,-0.263157895,5,"Yield, not specified below"
20161224,1,1,5,2,173,1,1.727861771,-5,"Arrest, detain, or charge with legal action"
20161224,1,1,23,2,173,5,1.01010101,-5,"Arrest, detain, or charge with legal action"
20161224,1,1,31,2,173,2,-5.489260143,-5,"Arrest, detain, or charge with legal action"
20161224,1,1,41,2,173,2,-0.367647059,-5,"Arrest, detain, or charge with legal action"
20161224,1,1,44,2,190,8,-4.469005286,-10,"Use conventional military force, not specified below"
20161225,1,1,9,2,42,20,4.872107186,1.9,Make a visit
20161225,1,1,12,2,42,4,-2.591792657,1.9,Make a visit
20161225,1,1,23,2,42,10,5.050505051,1.9,Make a visit
20161225,1,1,23,2,173,15,2.108912101,-5,"Arrest, detain, or charge with legal action"
20161225,1,1,44,2,190,8,-4.38247012,-10,"Use conventional military force, not specified below"
20161226,1,1,9,2,42,20,4.872107186,1.9,Make a visit
20161226,1,1,14,2,42,10,-0.803231142,1.9,Make a visit
20161226,1,1,36,2,42,12,2.991452991,1.9,Make a visit
20161226,1,1,12,2,120,10,-0.425531915,-4,"Reject, not specified below"
20161226,1,1,23,2,173,19,2.24756335,-5,"Arrest, detain, or charge with legal action"
20161226,1,1,44,2,190,8,-4.541108987,-10,"Use conventional military force, not specified below"
20161227,1,1,16,2,1721,7,-1.36286201,-5,Impose restrictions on political freedoms
20161227,1,1,23,2,20,6,-5.567928731,3,"Make an appeal or request, not specified below"
20161227,1,1,23,2,30,10,0.250626566,4,"Express intent to cooperate, not specified below"
20161227,1,1,9,2,42,10,4.872107186,1.9,Make a visit
20161227,1,1,14,2,42,2,-0.862068966,1.9,Make a visit
20161227,1,1,13,2,71,6,-2.301790281,7.4,Provide economic aid
20161227,1,1,23,2,111,12,-2.222222222,-2,Criticize or denounce
20161227,1,1,24,2,112,10,-1.837270341,-2,"Accuse, not specified below"
20161227,1,1,12,2,120,10,-0.423728814,-4,"Reject, not specified below"
20161227,1,1,40,2,163,6,-2.762430939,-8,"Impose embargo, boycott, or sanctions"
20161227,1,1,23,2,173,4,0,-5,"Arrest, detain, or charge with legal action"
20161228,1,1,8,2,40,10,-3.389830508,1,"Consult, not specified below"
20161228,1,1,14,2,42,6,-2.263779528,1.9,Make a visit
20161228,1,1,2,2,51,10,4.491017964,3.4,Praise or endorse
20161228,1,1,13,2,80,2,1.126126126,5,"Yield, not specified below"
20161228,1,1,19,2,80,6,-0.203665988,5,"Yield, not specified below"
20161228,1,1,24,2,84,16,-2.063194466,7,"Return, release, not specified below"
20161228,1,1,14,2,190,10,0,-10,"Use conventional military force, not specified below"
20161228,1,1,44,2,190,8,-4.223433243,-10,"Use conventional military force, not specified below"
20161229,1,1,12,2,36,10,-3.785103785,4,Express intent to meet or negotiate
20161229,1,1,14,2,36,10,-0.366300366,4,Express intent to meet or negotiate
20161229,1,1,24,2,42,6,-4.10022779,1.9,Make a visit
20161229,1,1,12,2,71,2,-2.157738095,7.4,Provide economic aid
20161229,1,1,24,2,84,4,-2.05655527,7,"Return, release, not specified below"
20161229,1,1,43,2,111,10,-0.490797546,-2,Criticize or denounce
20161230,1,1,24,2,73,10,1.655629139,7.4,Provide humanitarian aid
20161230,1,1,23,2,30,4,-2.441505595,4,"Express intent to cooperate, not specified below"
20161230,1,1,24,2,42,6,-3.518907563,1.9,Make a visit
20161230,1,1,24,2,51,5,1.785714286,3.4,Praise or endorse
20161230,1,1,12,2,80,10,0,5,"Yield, not specified below"
20161230,1,1,43,2,111,10,-0.490797546,-2,Criticize or denounce
20161230,1,1,12,2,120,3,-1.886792453,-4,"Reject, not specified below"
20161230,1,1,40,2,160,10,-5.517241379,-4,"Reduce relations, not specified below"
20161230,1,1,14,2,172,8,1.98019802,-5,"Impose administrative sanctions, not specified below"
20161231,1,1,24,2,42,5,0.729927007,1.9,Make a visit
20161231,1,1,27,2,42,6,1.970954357,1.9,Make a visit
20161231,1,1,43,2,190,8,0.267379679,-10,"Use conventional military force, not specified below"
20170101,1,1,24,2,180,8,-1.601830664,-9,"Use unconventional violence, not specified below"
20170101,1,1,27,2,10,3,-1.549907006,0,"Make statement, not specified below"
20170101,1,1,41,2,10,3,-2.289077829,0,"Make statement, not specified below"
20170101,1,1,17,2,40,4,1.128668172,1,"Consult, not specified below"
20170101,1,1,28,2,50,10,2.807486631,3.5,"Engage in diplomatic cooperation, not specified below"
20170101,1,1,19,2,80,6,-0.109769484,5,"Yield, not specified below"
20170101,1,1,2,2,100,1,-1.525423729,-5,"Demand, not specified below"
20170101,1,1,44,2,190,8,-4.513322458,-10,"Use conventional military force, not specified below"
20170102,1,1,39,2,40,1,-1.77383592,1,"Consult, not specified below"
20170103,1,1,27,2,20,10,1.851851852,3,"Make an appeal or request, not specified below"
20170103,1,1,5,2,30,10,-6.560636183,4,"Express intent to cooperate, not specified below"
20170103,1,1,40,2,36,8,3.355704698,4,Express intent to meet or negotiate
20170103,1,1,39,2,40,1,-1.061571125,1,"Consult, not specified below"
20170103,1,1,19,2,80,6,0.214592275,5,"Yield, not specified below"
20170103,1,1,40,2,90,10,-0.440528634,-2,"Investigate, not specified below"
20170103,1,1,12,2,100,10,-0.327868852,-5,"Demand, not specified below"
20170104,1,1,40,2,356,2,-0.49382716,7,Express intent to de-escalate military engagement
20170104,1,1,42,2,10,2,0.444197668,0,"Make statement, not specified below"
20170104,1,1,13,2,36,6,1.176470588,4,Express intent to meet or negotiate
20170104,1,1,12,2,40,10,-3.863298663,1,"Consult, not specified below"
20170104,1,1,40,2,40,6,-2.210884354,1,"Consult, not specified below"
20170104,1,1,12,2,173,10,-3.863298663,-5,"Arrest, detain, or charge with legal action"
20170104,1,1,20,2,190,3,-2.388059701,-10,"Use conventional military force, not specified below"
20170105,1,1,9,2,193,10,-8.797653959,-10,Fight with small arms and light weapons
20170105,1,1,12,2,10,1,-1.727861771,0,"Make statement, not specified below"
20170105,1,1,8,2,13,2,1.131221719,0.4,Make optimistic comment
20170105,1,1,5,2,20,4,0,3,"Make an appeal or request, not specified below"
20170105,1,1,14,2,20,22,-1.338955393,3,"Make an appeal or request, not specified below"
20170105,1,1,27,2,20,4,-3.759398496,3,"Make an appeal or request, not specified below"
20170105,1,1,40,2,42,10,-0.283822138,1.9,Make a visit
20170105,1,1,14,2,50,6,0.980392157,3.5,"Engage in diplomatic cooperation, not specified below"
20170105,1,1,27,2,51,8,-0.515463918,3.4,Praise or endorse
20170105,1,1,24,2,80,5,1.393728223,5,"Yield, not specified below"
20170105,1,1,23,2,90,42,-5.025788692,-2,"Investigate, not specified below"
20170105,1,1,34,2,111,2,-2.389380531,-2,Criticize or denounce
20170105,1,1,9,2,112,16,-6.660731741,-2,"Accuse, not specified below"
20170105,1,1,43,2,112,10,-2.090592334,-2,"Accuse, not specified below"
20170105,1,1,31,2,173,6,-8.940397351,-5,"Arrest, detain, or charge with legal action"
20170105,1,1,20,2,190,3,-2.312138728,-10,"Use conventional military force, not specified below"
20170106,1,1,8,2,170,1,-5.174129353,-7,"Coerce, not specified below"
20170106,1,1,14,2,10,10,-2.5,0,"Make statement, not specified below"
20170106,1,1,24,2,13,2,-3.501945525,0.4,Make optimistic comment
20170106,1,1,14,2,20,20,-2.631564518,3,"Make an appeal or request, not specified below"
20170106,1,1,23,2,31,8,-2.723915051,5.2,"Express intent to engage in material cooperation, not specified below"
20170106,1,1,27,2,31,6,0.611620795,5.2,"Express intent to engage in material cooperation, not specified below"
20170106,1,1,14,2,40,12,-1.797385621,1,"Consult, not specified below"
20170106,1,1,15,2,51,8,3.751143641,3.4,Praise or endorse
20170106,1,1,14,2,71,3,-2.021081496,7.4,Provide economic aid
20170106,1,1,36,2,71,3,-2.021081496,7.4,Provide economic aid
20170106,1,1,23,2,90,6,-4.869565217,-2,"Investigate, not specified below"
20170106,1,1,5,2,111,5,-2.494331066,-2,Criticize or denounce
20170106,1,1,8,2,111,10,0.611620795,-2,Criticize or denounce
20170106,1,1,14,2,111,6,-0.540540541,-2,Criticize or denounce
20170106,1,1,5,2,160,5,-0.842358604,-4,"Reduce relations, not specified below"
20170106,1,1,27,2,173,6,-6.390977444,-5,"Arrest, detain, or charge with legal action"
20170106,1,1,28,2,173,1,-1.385390428,-5,"Arrest, detain, or charge with legal action"
20170107,1,1,43,2,71,10,-7.592752373,7.4,Provide economic aid
20170107,1,1,23,2,80,5,-0.284090909,5,"Yield, not specified below"
20170108,1,1,40,2,20,2,1.160541586,3,"Make an appeal or request, not specified below"
20170108,1,1,9,2,40,3,0.27027027,1,"Consult, not specified below"
20170108,1,1,27,2,71,4,2.243589744,7.4,Provide economic aid
20170108,1,1,31,2,90,2,-3.795966785,-2,"Investigate, not specified below"
20170108,1,1,12,2,111,3,-3.253090436,-2,Criticize or denounce
20170109,1,1,8,2,192,10,0.338123415,-9.5,Occupy territory
20170109,1,1,14,2,45,1,0.104968509,5,Mediate
20170109,1,1,27,2,192,6,0,-9.5,Occupy territory
20170109,1,1,8,2,10,6,0.84790673,0,"Make statement, not specified below"
20170109,1,1,21,2,10,10,4.390243902,0,"Make statement, not specified below"
20170109,1,1,40,2,10,8,0.394736842,0,"Make statement, not specified below"
20170109,1,1,8,2,12,10,-2.127659574,-0.4,Make pessimistic comment
20170109,1,1,27,2,40,2,-5.315203956,1,"Consult, not specified below"
20170109,1,1,14,2,42,6,0.954653938,1.9,Make a visit
20170109,1,1,14,2,51,1,0.104968509,3.4,Praise or endorse
20170109,1,1,2,2,57,1,3.988183161,8,Sign formal agreement
20170109,1,1,22,2,57,6,-1.086956522,8,Sign formal agreement
20170109,1,1,9,2,61,5,-1.964636542,6.4,Cooperate economically
20170109,1,1,8,2,100,6,-1.10619469,-5,"Demand, not specified below"
20170109,1,1,12,2,111,3,-2.821316614,-2,Criticize or denounce
20170109,1,1,21,2,111,10,4.390243902,-2,Criticize or denounce
20170110,1,1,5,2,831,10,0,5,Accede to demands for change in leadership
20170110,1,1,27,2,143,10,-1.160337553,-6.5,"Conduct strike or boycott, not specified below"
20170110,1,1,21,2,10,10,2.181818182,0,"Make statement, not specified below"
20170110,1,1,27,2,13,2,-2,0.4,Make optimistic comment
20170110,1,1,23,2,20,5,-0.903954802,3,"Make an appeal or request, not specified below"
20170110,1,1,9,2,30,10,-4.580152672,4,"Express intent to cooperate, not specified below"
20170110,1,1,22,2,30,8,-3.99543379,4,"Express intent to cooperate, not specified below"
20170110,1,1,41,2,30,7,5.460814463,4,"Express intent to cooperate, not specified below"
20170110,1,1,5,2,42,3,-5.183946488,1.9,Make a visit
20170110,1,1,27,2,50,10,0,3.5,"Engage in diplomatic cooperation, not specified below"
20170110,1,1,5,2,100,2,-0.224719101,-5,"Demand, not specified below"
20170110,1,1,23,2,110,10,-2.882205514,-2,"Disapprove, not specified below"
20170110,1,1,2,2,112,8,-2.614379085,-2,"Accuse, not specified below"
20170110,1,1,5,2,120,2,2.639296188,-4,"Reject, not specified below"
20170111,1,1,21,2,10,10,2.181818182,0,"Make statement, not specified below"
20170111,1,1,24,2,10,10,2.287581699,0,"Make statement, not specified below"
20170111,1,1,27,2,13,2,-1.93236715,0.4,Make optimistic comment
20170111,1,1,14,2,20,10,-3.531300161,3,"Make an appeal or request, not specified below"
20170111,1,1,9,2,30,13,-5.639763694,4,"Express intent to cooperate, not specified below"
20170111,1,1,9,2,36,10,-0.396039604,4,Express intent to meet or negotiate
20170111,1,1,4,2,42,10,0.378787879,1.9,Make a visit
20170111,1,1,26,2,42,10,1.430274136,1.9,Make a visit
20170111,1,1,40,2,42,10,0.55401662,1.9,Make a visit
20170111,1,1,26,2,43,10,1.430274136,2.8,Host a visit
20170111,1,1,27,2,46,10,-0.465116279,7,Engage in negotiation
20170111,1,1,27,2,50,20,-0.10786986,3.5,"Engage in diplomatic cooperation, not specified below"
20170111,1,1,8,2,51,4,-0.967519005,3.4,Praise or endorse
20170111,1,1,27,2,112,1,-1.6563147,-2,"Accuse, not specified below"
20170112,1,1,8,2,10,2,0.639658849,0,"Make statement, not specified below"
20170112,1,1,9,2,10,5,-6.055363322,0,"Make statement, not specified below"
20170112,1,1,9,2,12,5,-6.055363322,-0.4,Make pessimistic comment
20170112,1,1,5,2,13,8,-1.408450704,0.4,Make optimistic comment
20170112,1,1,14,2,13,10,-5.90488648,0.4,Make optimistic comment
20170112,1,1,27,2,20,1,-0.482315113,3,"Make an appeal or request, not specified below"
20170112,1,1,40,2,20,9,-0.740784344,3,"Make an appeal or request, not specified below"
20170112,1,1,5,2,31,10,3.238341969,5.2,"Express intent to engage in material cooperation, not specified below"
20170112,1,1,8,2,36,10,-7.692307692,4,Express intent to meet or negotiate
20170112,1,1,26,2,36,10,1.627033792,4,Express intent to meet or negotiate
20170112,1,1,27,2,40,10,-1.746724891,1,"Consult, not specified below"
20170112,1,1,30,2,40,6,-2.011494253,1,"Consult, not specified below"
20170112,1,1,41,2,40,5,-1.581508516,1,"Consult, not specified below"
20170112,1,1,4,2,42,10,0.378787879,1.9,Make a visit
20170112,1,1,5,2,42,10,0.352112676,1.9,Make a visit
20170112,1,1,26,2,43,10,1.627033792,2.8,Host a visit
20170112,1,1,9,2,51,6,0.634517766,3.4,Praise or endorse
20170112,1,1,9,2,110,10,-6.055363322,-2,"Disapprove, not specified below"
20170112,1,1,11,2,110,40,0.623251138,-2,"Disapprove, not specified below"
20170112,1,1,8,2,111,6,-7.692307692,-2,Criticize or denounce
20170112,1,1,23,2,111,6,-6.420545746,-2,Criticize or denounce
20170112,1,1,27,2,111,6,-0.859598854,-2,Criticize or denounce
20170112,1,1,2,2,112,8,-1.732673267,-2,"Accuse, not specified below"
20170112,1,1,9,2,112,10,-7.122507123,-2,"Accuse, not specified below"
20170112,1,1,13,2,112,10,-3.322259136,-2,"Accuse, not specified below"
20170112,1,1,23,2,112,10,-2.459016393,-2,"Accuse, not specified below"
20170112,1,1,27,2,112,10,-1.919385797,-2,"Accuse, not specified below"
20170112,1,1,40,2,112,2,-1.732673267,-2,"Accuse, not specified below"
20170112,1,1,40,2,114,10,-5.99179666,-2,Complain officially
20170112,1,1,40,2,163,6,-4.881266491,-8,"Impose embargo, boycott, or sanctions"
20170113,1,1,40,2,138,3,-1.433691756,-7,"Threaten with military force, not specified below"
20170113,1,1,9,2,10,3,-7.441860465,0,"Make statement, not specified below"
20170113,1,1,40,2,36,6,1.338432122,4,Express intent to meet or negotiate
20170113,1,1,22,2,40,5,1.176470588,1,"Consult, not specified below"
20170113,1,1,24,2,40,6,2.076124567,1,"Consult, not specified below"
20170113,1,1,29,2,40,10,-5.057251908,1,"Consult, not specified below"
20170113,1,1,26,2,42,10,1.585503964,1.9,Make a visit
20170113,1,1,26,2,43,10,1.585503964,2.8,Host a visit
20170113,1,1,12,2,46,10,-1.433691756,7,Engage in negotiation
20170113,1,1,24,2,51,3,-2.769230769,3.4,Praise or endorse
20170113,1,1,14,2,112,6,-8.361204013,-2,"Accuse, not specified below"
20170113,1,1,40,2,112,12,-1.711116834,-2,"Accuse, not specified below"
20170113,1,1,40,2,114,10,-5.72519084,-2,Complain officially
20170113,1,1,14,2,172,2,-5.47112462,-5,"Impose administrative sanctions, not specified below"
20170113,1,1,45,2,190,10,-4.975124378,-10,"Use conventional military force, not specified below"
20170113,1,1,40,2,311,2,-2.628811777,5.2,Express intent to cooperate economically
20170114,1,1,12,2,145,6,-2.530343551,-7.5,"Protest violently, riot, not specified below"
20170114,1,1,40,2,114,10,-5.72519084,-2,Complain officially
20170115,1,1,23,2,10,3,-2.101359703,0,"Make statement, not specified below"
20170115,1,1,23,2,13,2,-2.101359703,0.4,Make optimistic comment
20170116,1,1,24,2,193,10,-5.381165919,-10,Fight with small arms and light weapons
20170116,1,1,12,2,20,1,-6.284658041,3,"Make an appeal or request, not specified below"
20170116,1,1,14,2,20,10,-1.564945227,3,"Make an appeal or request, not specified below"
20170116,1,1,9,2,36,20,1.089057389,4,Express intent to meet or negotiate
20170116,1,1,30,2,40,1,-1.807228916,1,"Consult, not specified below"
20170116,1,1,13,2,43,3,-1.62037037,2.8,Host a visit
20170116,1,1,27,2,43,2,-1.62037037,2.8,Host a visit
20170116,1,1,5,2,51,10,1.10864745,3.4,Praise or endorse
20170116,1,1,5,2,60,6,1.08401084,6,"Engage in material cooperation, not specified below"
20170116,1,1,14,2,71,6,-1.041666667,7.4,Provide economic aid
20170116,1,1,9,2,100,2,-0.625,-5,"Demand, not specified below"
20170116,1,1,40,2,114,10,-5.400696864,-2,Complain officially
20170116,1,1,5,2,130,10,-5.405405405,-4.4,"Threaten, not specified below"
20170116,1,1,9,2,130,10,-3.703703704,-4.4,"Threaten, not specified below"
20170117,1,1,8,2,13,2,-1.145662848,0.4,Make optimistic comment
20170117,1,1,29,2,20,10,-1.966292135,3,"Make an appeal or request, not specified below"
20170117,1,1,17,2,36,10,-0.274725275,4,Express intent to meet or negotiate
20170117,1,1,24,2,36,10,1.946902655,4,Express intent to meet or negotiate
20170117,1,1,30,2,40,1,-1.807228916,1,"Consult, not specified below"
20170117,1,1,17,2,42,10,-0.274725275,1.9,Make a visit
20170117,1,1,24,2,42,10,1.946902655,1.9,Make a visit
20170117,1,1,23,2,51,4,3.041144902,3.4,Praise or endorse
20170117,1,1,40,2,51,10,-1.95035461,3.4,Praise or endorse
20170117,1,1,41,2,51,6,3.041144902,3.4,Praise or endorse
20170117,1,1,24,2,70,2,1.52284264,7,"Provide aid, not specified below"
20170117,1,1,5,2,130,10,-6.493506494,-4.4,"Threaten, not specified below"
20170118,1,1,2,2,115,10,-3.927492447,-2,Bring lawsuit against
20170118,1,1,37,2,10,10,1.342281879,0,"Make statement, not specified below"
20170118,1,1,9,2,20,6,-1.797752809,3,"Make an appeal or request, not specified below"
20170118,1,1,12,2,20,10,0.529100529,3,"Make an appeal or request, not specified below"
20170118,1,1,11,2,30,10,0.617283951,4,"Express intent to cooperate, not specified below"
20170118,1,1,18,2,57,10,1.694915254,8,Sign formal agreement
20170118,1,1,40,2,71,3,-1.287553648,7.4,Provide economic aid
20170118,1,1,21,2,80,8,-3.907819555,5,"Yield, not specified below"
20170118,1,1,24,2,84,10,0,7,"Return, release, not specified below"
20170118,1,1,23,2,90,6,4.569892473,-2,"Investigate, not specified below"
20170118,1,1,5,2,120,3,-5.243445693,-4,"Reject, not specified below"
20170118,1,1,24,2,172,6,-2.285714286,-5,"Impose administrative sanctions, not specified below"
20170119,1,1,40,2,73,4,-0.76142132,7.4,Provide humanitarian aid
20170119,1,1,36,2,10,2,1.478743068,0,"Make statement, not specified below"
20170119,1,1,23,2,20,10,-1.432408236,3,"Make an appeal or request, not specified below"
20170119,1,1,22,2,30,10,-3.448275862,4,"Express intent to cooperate, not specified below"
20170119,1,1,12,2,46,10,-0.567375887,7,Engage in negotiation
20170119,1,1,22,2,46,6,-1.538461538,7,Engage in negotiation
20170119,1,1,8,2,51,10,1.503759398,3.4,Praise or endorse
20170119,1,1,12,2,51,10,-2.118893467,3.4,Praise or endorse
20170119,1,1,24,2,51,5,4.411764706,3.4,Praise or endorse
20170119,1,1,41,2,51,2,3.529411765,3.4,Praise or endorse
20170119,1,1,22,2,57,6,-2.919708029,8,Sign formal agreement
20170119,1,1,40,2,61,3,1.52173913,6.4,Cooperate economically
20170119,1,1,40,2,71,3,-1.066098081,7.4,Provide economic aid
20170119,1,1,9,2,100,4,-1.127819549,-5,"Demand, not specified below"
20170119,1,1,9,2,112,10,-9.189189189,-2,"Accuse, not specified below"
20170119,1,1,27,2,190,6,0.297619048,-10,"Use conventional military force, not specified below"
20170120,1,1,9,2,33,10,0.053134963,5.2,"Express intent to provide material aid, not specified below"
20170120,1,1,40,2,331,5,-1.902173913,5.2,Express intent to provide economic aid
20170120,1,1,36,2,10,2,0.261096606,0,"Make statement, not specified below"
20170120,1,1,38,2,20,10,2.549019608,3,"Make an appeal or request, not specified below"
20170120,1,1,23,2,40,10,-4.147982063,1,"Consult, not specified below"
20170120,1,1,27,2,42,1,1.2137559,1.9,Make a visit
20170120,1,1,43,2,42,6,0.60851927,1.9,Make a visit
20170120,1,1,43,2,43,5,-4.09556314,2.8,Host a visit
20170120,1,1,9,2,100,2,-1.086956522,-5,"Demand, not specified below"
20170120,1,1,41,2,111,8,0.921658986,-2,Criticize or denounce
20170121,1,1,29,2,73,8,-1.583710407,7.4,Provide humanitarian aid
20170121,1,1,5,2,10,1,0.057208238,0,"Make statement, not specified below"
20170121,1,1,38,2,20,10,2.413793103,3,"Make an appeal or request, not specified below"
20170121,1,1,9,2,100,2,-1.127819549,-5,"Demand, not specified below"
20170121,1,1,43,2,112,10,-3.493449782,-2,"Accuse, not specified below"
20170122,1,1,8,2,12,6,0.409836066,-0.4,Make pessimistic comment
20170122,1,1,23,2,12,4,0.409836066,-0.4,Make pessimistic comment
20170122,1,1,14,2,120,6,-0.392156863,-4,"Reject, not specified below"
20170123,1,1,5,2,874,2,-0.233372229,10,Retreat or surrender militarily
20170123,1,1,8,2,128,5,-2.991452991,-5,"Defy norms, law"
20170123,1,1,23,2,26,6,-1.396234252,4,Appeal to others to meet or negotiate
20170123,1,1,27,2,141,5,0.114155251,-6.5,"Demonstrate or rally, not specified below"
20170123,1,1,31,2,26,8,-1.290322581,4,Appeal to others to meet or negotiate
20170123,1,1,8,2,10,5,-2.991452991,0,"Make statement, not specified below"
20170123,1,1,14,2,40,6,-0.620347395,1,"Consult, not specified below"
20170123,1,1,27,2,40,7,-1.53250636,1,"Consult, not specified below"
20170123,1,1,14,2,43,1,-1.993355482,2.8,Host a visit
20170123,1,1,27,2,43,2,-1.235955056,2.8,Host a visit
20170123,1,1,40,2,43,6,-2.739726027,2.8,Host a visit
20170123,1,1,6,2,51,12,0,3.4,Praise or endorse
20170123,1,1,27,2,57,5,-1.776198934,8,Sign formal agreement
20170123,1,1,45,2,80,8,-2.110199297,5,"Yield, not specified below"
20170123,1,1,2,2,90,2,-1.877794337,-2,"Investigate, not specified below"
20170123,1,1,8,2,90,5,-2.991452991,-2,"Investigate, not specified below"
20170123,1,1,9,2,100,6,-3.269916766,-5,"Demand, not specified below"
20170123,1,1,24,2,100,6,-1.810865191,-5,"Demand, not specified below"
20170123,1,1,23,2,110,2,-1.330603889,-2,"Disapprove, not specified below"
20170123,1,1,43,2,112,10,-4.929577465,-2,"Accuse, not specified below"
20170124,1,1,12,2,129,10,-6.51465798,-5,Veto
20170124,1,1,14,2,161,8,-1.160261059,-4,Reduce or break diplomatic relations
20170124,1,1,27,2,26,2,-0.731261426,4,Appeal to others to meet or negotiate
20170124,1,1,34,2,211,6,-2.56916996,3.4,Appeal for economic cooperation
20170124,1,1,43,2,161,2,-1.160261059,-4,Reduce or break diplomatic relations
20170124,1,1,14,2,10,10,-0.289017341,0,"Make statement, not specified below"
20170124,1,1,27,2,13,2,-1.049868766,0.4,Make optimistic comment
20170124,1,1,27,2,36,2,0.265957447,4,Express intent to meet or negotiate
20170124,1,1,40,2,36,1,-1.951219512,4,Express intent to meet or negotiate
20170124,1,1,11,2,40,6,0.242718447,1,"Consult, not specified below"
20170124,1,1,27,2,40,4,-3.555764411,1,"Consult, not specified below"
20170124,1,1,40,2,40,2,-1.428571429,1,"Consult, not specified below"
20170124,1,1,23,2,42,8,-2.222222222,1.9,Make a visit
20170124,1,1,14,2,43,6,-0.677966102,2.8,Host a visit
20170124,1,1,27,2,46,2,-0.4,7,Engage in negotiation
20170124,1,1,27,2,57,5,-1.685393258,8,Sign formal agreement
20170124,1,1,40,2,57,6,0.383877159,8,Sign formal agreement
20170124,1,1,13,2,110,3,-2.793296089,-2,"Disapprove, not specified below"
20170124,1,1,5,2,172,1,-0.556586271,-5,"Impose administrative sanctions, not specified below"
20170124,1,1,20,2,172,1,-0.115473441,-5,"Impose administrative sanctions, not specified below"
20170124,1,1,27,2,172,1,-1.877470356,-5,"Impose administrative sanctions, not specified below"
20170125,1,1,9,2,10,12,-1.930308477,0,"Make statement, not specified below"
20170125,1,1,40,2,10,8,-1.598173516,0,"Make statement, not specified below"
20170125,1,1,23,2,30,5,0.561797753,4,"Express intent to cooperate, not specified below"
20170125,1,1,5,2,36,3,-1.569506726,4,Express intent to meet or negotiate
20170125,1,1,14,2,40,1,-2.666666667,1,"Consult, not specified below"
20170125,1,1,24,2,40,6,3.389830508,1,"Consult, not specified below"
20170125,1,1,14,2,42,18,-4.347645889,1.9,Make a visit
20170125,1,1,23,2,42,8,2.941176471,1.9,Make a visit
20170125,1,1,41,2,50,11,0.637636225,3.5,"Engage in diplomatic cooperation, not specified below"
20170125,1,1,5,2,120,10,-0.909090909,-4,"Reject, not specified below"
20170125,1,1,23,2,130,5,-1.916058394,-4.4,"Threaten, not specified below"
20170125,1,1,5,2,172,2,-0.46760187,-5,"Impose administrative sanctions, not specified below"
